LN	WLV-ID	LWK-RLP (Lagennr.)	DWI (Reg.Nr.)	Weinlagen (ID)	Status	Typ	Gebiet	Bereich	Leitgemeinde	Wikidata-ID (Leitgemeinde)	Gemarkung	Großlage	Wikidata-ID (Großlage)	Ort	Wikidata-ID (Ort)	Einzellage	Wikidata-ID (Einzellage)	Rebfläche (DWI, 2006)	Rebfläche (LWK-RLP, 2020)	über NN (DWI)	Neigung (DWI)	Exposition (DWI)	Boden (DWI)	DWI-2006	LWK-RLP-2020	Weinlagen-2022	DFWS-2022
1232	wlv-h00741	keine	keine		Altlage		Mosel							Zell		Marienburger								0	0	0	1
1233	wlv-h00742	keine	keine		Altlage		Mosel							Zell		Nußberg-Terrassen								0	0	0	1
1234	wlv-h00743	keine	keine		Altlage		Mosel							Zell		Petersborn								0	0	0	1
1235	wlv-h00744	keine	keine		Altlage		Mosel							Zell		Schloßberg								0	0	0	1
1236	wlv-h00745	keine	keine		Altlage		Mosel							Zell		Vor der Port								0	0	0	1
1237	wlv-h00746	keine	keine		Altlage		Mosel							Zeltingen		Berg								0	0	0	1
1238	wlv-h00747	keine	keine		Altlage		Mosel							Zeltingen		Bickert								0	0	0	1
1239	wlv-h00748	keine	keine		Altlage		Mosel							Zeltingen		Bückert								0	0	0	1
1240	wlv-h00749	keine	keine		Altlage		Mosel							Zeltingen		Himmelreich-Teschenter								0	0	0	1
1241	wlv-h00750	keine	keine		Altlage		Mosel							Zeltingen		Johannisberg								0	0	0	1
1242	wlv-h00751	keine	keine		Altlage		Mosel							Zeltingen		Kirbel								0	0	0	1
1243	wlv-h00752	keine	keine		Altlage		Mosel							Zeltingen		Kirchenpfad								0	0	0	1
1244	wlv-h00753	keine	keine		Altlage		Mosel							Zeltingen		Kirchenpfad-Steffenslay								0	0	0	1
1245	wlv-h00754	keine	keine		Altlage		Mosel							Zeltingen		Kirchlay								0	0	0	1
1246	wlv-h00755	keine	keine		Altlage		Mosel							Zeltingen		Neuberg								0	0	0	1
1247	wlv-h00756	keine	keine		Altlage		Mosel							Zeltingen		Niederband								0	0	0	1
1248	wlv-h00757	keine	keine		Altlage		Mosel							Zeltingen		Niederberg								0	0	0	1
1249	wlv-h00758	keine	keine		Altlage		Mosel							Zeltingen		Pichter								0	0	0	1
1250	wlv-h00759	keine	keine		Altlage		Mosel							Zeltingen		Rotlay								0	0	0	1
1251	wlv-h00760	keine	keine		Altlage		Mosel							Zeltingen		Schloßberg-Rotlay								0	0	0	1
1252	wlv-h00761	keine	keine		Altlage		Mosel							Zeltingen		Schloss								0	0	0	1
1253	wlv-h00762	keine	keine		Altlage		Mosel							Zeltingen		Schwarzlay								0	0	0	1
1254	wlv-h00763	keine	keine		Altlage		Mosel							Zeltingen		Sonnenuhr-Rotlay								0	0	0	1
1255	wlv-h00764	keine	keine		Altlage		Mosel							Zeltingen		Stefansberg								0	0	0	1
1256	wlv-h00765	keine	keine		Altlage		Mosel							Zeltingen		Steinmauer								0	0	0	1
1257	wlv-h00766	keine	keine		Altlage		Mosel							Zeltingen		Stephanslay								0	0	0	1
1258	wlv-h00767	keine	keine		Altlage		Mosel							Zeltingen		Stirn								0	0	0	1
1259	wlv-h00768	keine	keine		Altlage		Mosel							Zeltingen-Rachtig		Schloßberg-Rotlay								0	0	0	1
